texto;categoria;origem;data_criacao;status;prioridade;cliente_id
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Obrigado.;logistica;email;2026-01-23 21:24:50;fechado;media;6839
Bom dia, vocês têm algum horário certo pra suporte? Eu fico tentando falar e às vezes não aparece ninguém. Queria saber qual o melhor horário pra eu chamar e resolver mais rápido. Se precisar eu mando print, só me diz como. Agradeço.;informacoes;chat;2026-01-23 21:47:16;fechado;baixa;2216
Oi, eu queria saber como funciona esse negócio aí, porque eu li mas não entendi direito. Eu só queria um resumo bem simples, tipo o que eu ganho e o que eu preciso fazer pra começar. Eu uso só pelo celular mesmo. Obrigado.;informacoes;telefone;2026-01-23 22:24:04;fechado;media;3362
Eu vi uma opção de 'relatório' mas não sei pra que serve. Eu cliquei e apareceu um monte de número. Tem como vocês me dizerem o que é isso em palavras simples? Obrigado.;informacoes;email;2026-01-23 22:47:17;fechado;media;8519
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Fico no aguardo.;assinatura;chat;2026-01-23 23:27:13;fechado;alta;3312
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Se precisar eu mando print, só me diz como. Pode me dar uma luz?;suporte;email;2026-01-24 00:02:40;aberto;baixa;6313
Eu queria dar um toque: o aplicativo podia ter letra maior. Eu tenho dificuldade pra ler no celular e aí eu erro. Se desse pra aumentar seria ótimo. Valeu.;feedback;email;2026-01-24 01:06:28;aberto;baixa;5624
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu uso só pelo celular mesmo.;suporte;telefone;2026-01-24 01:49:56;aberto;alta;1589
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Valeu.;financeiro;chat;2026-01-24 02:06:29;aberto;media;7829
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Eu fico meio perdido nessas telas. Obrigado.;financeiro;chat;2026-01-24 02:59:48;aberto;media;3457
Boa tarde, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo? Minha internet aqui é meio ruim. Pode me dar uma luz?;assinatura;telefone;2026-01-24 03:07:07;aberto;media;4198
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Se precisar eu mando print, só me diz como. Obrigado.;suporte;chat;2026-01-24 03:35:54;aberto;baixa;9318
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Eu sou meio devagar pra digitar. Valeu.;financeiro;chat;2026-01-24 03:51:41;fechado;baixa;8939
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Eu sou meio devagar pra digitar. Agradeço.;assinatura;chat;2026-01-24 04:57:39;aberto;media;5150
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu fico meio perdido nessas telas. Pode me dar uma luz?;suporte;chat;2026-01-24 05:20:08;aberto;media;3620
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Obrigadinho.;suporte;telefone;2026-01-24 07:10:45;aberto;alta;8897
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Fico no aguardo.;logistica;chat;2026-01-24 08:17:29;fechado;baixa;3494
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Agradeço.;suporte;email;2026-01-24 09:08:19;aberto;baixa;8783
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Valeu.;logistica;email;2026-01-24 09:58:22;aberto;media;1926
Bom dia, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Eu uso só pelo celular mesmo. Me ajuda por favor.;assinatura;chat;2026-01-24 10:44:03;aberto;baixa;2852
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu fico meio perdido nessas telas.;suporte;email;2026-01-24 11:09:32;fechado;media;7306
Eu achei a entrega ok, mas o acompanhamento é difícil de entender. Tem muita informação e eu não sei o que é importante. Se fosse mais simples ajudava bastante. Eu sou meio devagar pra digitar.;feedback;chat;2026-01-24 11:34:55;aberto;media;8279
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Eu sou meio devagar pra digitar. Me ajuda por favor.;financeiro;email;2026-01-24 11:38:00;aberto;alta;2231
Boa, eu queria saber se vocês atendem minha cidade e como é a entrega. Eu não achei essa informação fácil no site. Se puder me dizer certinho, eu agradeço. Não quero fazer besteira e piorar.;informacoes;chat;2026-01-24 12:05:00;aberto;media;6657
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Se precisar eu mando print, só me diz como. Valeu.;feedback;telefone;2026-01-24 13:08:09;aberto;baixa;4577
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Se precisar eu mando print, só me diz como. Fico no aguardo.;suporte;telefone;2026-01-24 13:33:03;aberto;alta;6145
Oi, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Obrigado.;assinatura;chat;2026-01-24 16:19:40;aberto;media;4265
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Não quero fazer besteira e piorar. Pode me dar uma luz?;logistica;chat;2026-01-24 16:26:27;fechado;baixa;4249
Bom dia, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Não quero fazer besteira e piorar. Se puder me ajudar eu agradeço.;financeiro;telefone;2026-01-24 16:35:53;aberto;baixa;9209
O atendimento foi bom, só que eu tive que repetir a história várias vezes. Se tivesse um jeito de vocês já verem o que eu escrevi no começo seria bem melhor. Não quero fazer besteira e piorar. Fico no aguardo.;feedback;email;2026-01-24 17:02:22;aberto;baixa;4747
Eu tô com dúvida de como atualizar meus dados, tipo telefone e endereço. Eu mexo pouco nessas coisas e tenho medo de fazer errado. Vocês podem me explicar onde fica isso? Eu fico meio perdido nessas telas. Obrigado.;informacoes;email;2026-01-24 17:43:13;fechado;baixa;9050
Oi, eu queria saber como funciona esse negócio aí, porque eu li mas não entendi direito. Eu só queria um resumo bem simples, tipo o que eu ganho e o que eu preciso fazer pra começar. Eu sou meio devagar pra digitar.;informacoes;email;2026-01-24 18:31:01;fechado;baixa;1118
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Não quero fazer besteira e piorar. Obrigadinho.;suporte;chat;2026-01-24 20:28:15;aberto;alta;8588
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Não quero fazer besteira e piorar. Valeu.;financeiro;email;2026-01-24 21:48:48;aberto;media;8843
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Eu uso só pelo celular mesmo. Pode me dar uma luz?;logistica;email;2026-01-24 22:45:20;fechado;media;6749
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Eu fico meio perdido nessas telas. Fico no aguardo.;suporte;chat;2026-01-24 23:46:04;aberto;media;7347
Bom dia, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo? Fico no aguardo.;assinatura;email;2026-01-24 23:47:08;fechado;baixa;8298
Oi, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo? Valeu.;assinatura;email;2026-01-25 00:21:41;aberto;baixa;3857
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Eu uso só pelo celular mesmo. Valeu.;logistica;email;2026-01-25 02:24:46;aberto;media;5324
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Não quero fazer besteira e piorar. Me ajuda por favor.;suporte;telefone;2026-01-25 04:01:17;aberto;alta;3865
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Eu uso só pelo celular mesmo.;logistica;chat;2026-01-25 04:18:50;aberto;alta;9761
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Não quero fazer besteira e piorar. Pode me dar uma luz?;suporte;email;2026-01-25 06:00:45;aberto;baixa;9913
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo.;financeiro;chat;2026-01-25 06:18:33;aberto;alta;9810
Boa tarde, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Eu não manjo muito dessas coisas de app. Fico no aguardo.;logistica;telefone;2026-01-25 06:39:20;aberto;baixa;3563
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Eu sou meio devagar pra digitar.;logistica;chat;2026-01-25 06:43:38;aberto;baixa;1637
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Eu uso só pelo celular mesmo. Obrigado.;suporte;email;2026-01-25 07:00:00;fechado;baixa;5340
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo?;suporte;chat;2026-01-25 07:09:04;fechado;media;9326
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Se precisar eu mando print, só me diz como.;assinatura;chat;2026-01-25 07:33:13;fechado;baixa;9555
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer? Obrigadinho.;suporte;email;2026-01-25 08:34:16;aberto;media;1366
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Eu uso só pelo celular mesmo. Agradeço.;logistica;email;2026-01-25 08:41:01;fechado;media;3873
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Não quero fazer besteira e piorar. Pode me dar uma luz?;financeiro;email;2026-01-25 09:08:00;fechado;alta;4292
O entregador veio e eu não tava em casa, agora tá dizendo que vai voltar, mas não fala quando. Eu queria combinar um horário porque eu trabalho e fico fora. Se precisar eu mando print, só me diz como. Fico no aguardo.;logistica;email;2026-01-25 10:28:16;aberto;media;3089
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu fico meio perdido nessas telas. Fico no aguardo.;suporte;chat;2026-01-25 10:45:27;aberto;media;6429
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Eu sou meio devagar pra digitar. Me ajuda por favor.;logistica;email;2026-01-25 11:37:35;fechado;media;2610
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Não quero fazer besteira e piorar. Obrigado.;assinatura;email;2026-01-25 12:03:58;aberto;media;8479
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Eu sou meio devagar pra digitar. Fico no aguardo.;assinatura;telefone;2026-01-25 12:35:46;aberto;baixa;4455
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo. Eu uso só pelo celular mesmo. Obrigado.;financeiro;chat;2026-01-25 13:21:50;fechado;media;2768
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Não quero fazer besteira e piorar. Pode me dar uma luz?;logistica;chat;2026-01-25 13:30:08;aberto;media;2330
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Fico no aguardo.;assinatura;email;2026-01-25 14:44:34;fechado;media;8511
Boa tarde, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Minha internet aqui é meio ruim. Pode me dar uma luz?;assinatura;email;2026-01-25 15:00:25;fechado;media;1235
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Se precisar eu mando print, só me diz como. Agradeço.;logistica;email;2026-01-25 15:55:48;aberto;alta;9307
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Eu uso só pelo celular mesmo. Se puder me ajudar eu agradeço.;feedback;email;2026-01-25 16:34:08;fechado;baixa;2637
Bom dia, meu pedido tá como enviado faz dias e não chegou. Eu não sei ver esses códigos de rastreio direito. Vocês podem me dizer onde tá e quando chega mais ou menos? Pode me dar uma luz?;logistica;chat;2026-01-25 17:16:52;aberto;media;3350
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Minha internet aqui é meio ruim.;suporte;email;2026-01-25 17:33:09;fechado;media;4436
Boa tarde, eu cancelei a assinatura, eu acho, mas ainda tá mostrando ativa. Eu tenho medo de continuar cobrando. Vocês podem confirmar se tá cancelado mesmo e me dizer até quando eu consigo usar? Eu não manjo muito dessas coisas de app. Obrigado.;assinatura;email;2026-01-25 18:35:20;fechado;media;6348
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Eu uso só pelo celular mesmo. Obrigadinho.;assinatura;email;2026-01-25 19:21:56;aberto;media;1278
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Minha internet aqui é meio ruim.;assinatura;email;2026-01-25 19:33:30;aberto;media;7668
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Se puder me ajudar eu agradeço.;feedback;email;2026-01-25 21:27:55;fechado;media;6629
Tentei colocar o cartão, mas ele fica dando erro e volta pra tela anterior. Já reiniciei o celular e nada. Eu queria só pagar e pronto. Tem alguma forma mais simples ou alguém pode me orientar passo a passo? Não quero fazer besteira e piorar. Valeu.;financeiro;telefone;2026-01-25 21:52:11;fechado;media;9765
Eu queria retirar em algum lugar porque aqui é difícil receber. Tem ponto de retirada? Se tiver, me explica como faz porque eu nunca usei isso. Minha internet aqui é meio ruim. Me ajuda por favor.;logistica;email;2026-01-25 22:18:41;fechado;media;3630
Boa tarde, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas.;suporte;chat;2026-01-25 23:39:40;fechado;alta;6614
Eu fiz o pix ontem e até agora não liberou. Eu não sei se eu coloquei o dado certo, mas o banco falou que foi. Dá pra confirmar se vocês receberam e quanto tempo demora? Tô precisando usar logo. Eu sou meio devagar pra digitar.;financeiro;chat;2026-01-25 23:46:21;aberto;baixa;7644
Boa tarde, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Eu uso só pelo celular mesmo. Valeu.;feedback;email;2026-01-26 01:59:49;aberto;baixa;5482
Bom dia, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Se precisar eu mando print, só me diz como. Se puder me ajudar eu agradeço.;financeiro;telefone;2026-01-26 02:12:06;aberto;baixa;4155
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Pode me dar uma luz?;suporte;email;2026-01-26 03:10:27;aberto;media;4615
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Minha internet aqui é meio ruim. Obrigadinho.;suporte;chat;2026-01-26 04:42:48;fechado;media;7155
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Eu não manjo muito dessas coisas de app.;logistica;chat;2026-01-26 05:41:36;fechado;alta;9468
Oi, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Eu fico meio perdido nessas telas.;financeiro;telefone;2026-01-26 06:52:41;fechado;alta;5708
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Minha internet aqui é meio ruim.;logistica;email;2026-01-26 07:43:26;fechado;alta;5199
Oi, meu aplicativo não abre direito, fica carregando e volta. Eu não sei se é meu celular ou a internet, mas antes funcionava. Dá pra ajudar? Eu sou meio leigo nessas coisas. Pode me dar uma luz?;suporte;chat;2026-01-26 08:32:12;aberto;baixa;6025
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Eu fico meio perdido nessas telas.;feedback;chat;2026-01-26 08:43:00;fechado;media;7574
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Minha internet aqui é meio ruim.;assinatura;chat;2026-01-26 09:33:21;aberto;media;3426
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Se precisar eu mando print, só me diz como. Se puder me ajudar eu agradeço.;logistica;email;2026-01-26 10:00:02;aberto;baixa;2141
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Agradeço.;suporte;email;2026-01-26 12:10:01;fechado;baixa;9340
Oi, eu queria saber como funciona esse negócio aí, porque eu li mas não entendi direito. Eu só queria um resumo bem simples, tipo o que eu ganho e o que eu preciso fazer pra começar. Eu não manjo muito dessas coisas de app. Pode me dar uma luz?;informacoes;email;2026-01-26 12:10:38;fechado;media;5194
Oi, eu gosto do serviço, mas acho as telas meio confusas. Eu me perco pra achar as coisas e fico com medo de apertar errado. Seria bom ter um botão bem grande de ajuda. Fico no aguardo.;feedback;chat;2026-01-26 14:41:24;fechado;baixa;1917
Gente, eu paguei e mesmo assim tá aparecendo como pendente. Eu não sei mexer direito e não consigo achar onde manda o comprovante. Se eu mandar a foto aqui resolve? Só não quero perder o acesso. Minha internet aqui é meio ruim. Fico no aguardo.;financeiro;chat;2026-01-26 14:53:23;fechado;media;9852
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Valeu.;suporte;chat;2026-01-26 16:07:44;fechado;media;8779
Eu tô tentando entrar e dá senha errada, mas eu tenho certeza que é a mesma. Eu cliquei em 'esqueci' e não chegou nada. Pode ver se meu e-mail tá certo ou mandar de novo? Me ajuda por favor.;suporte;chat;2026-01-26 17:49:11;fechado;baixa;6270
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Minha internet aqui é meio ruim.;financeiro;telefone;2026-01-26 17:52:23;fechado;alta;7468
Eu recebi um código no celular e quando eu coloco diz que expirou. Eu demoro um pouco pra ler e digitar. Tem como aumentar o tempo ou mandar por outro jeito? Minha internet aqui é meio ruim.;suporte;email;2026-01-26 18:35:58;aberto;media;5035
Bom dia, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim.;financeiro;chat;2026-01-26 20:33:06;aberto;media;2226
Tô com dificuldade pra anexar uma foto no chamado. Eu aperto e some, aí fica sem nada. Eu uso um celular mais antigo. O que eu faço pra conseguir mandar? Eu uso só pelo celular mesmo. Obrigado.;suporte;email;2026-01-26 21:08:41;aberto;media;8692
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Não quero fazer besteira e piorar.;assinatura;chat;2026-01-26 21:48:05;fechado;media;3064
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Eu sou meio devagar pra digitar.;logistica;email;2026-01-26 23:45:39;fechado;media;8619
Boa tarde, eu queria trocar o plano porque tá caro, mas eu me perco nessas opções. Eu clico e parece que não muda nada. Dá pra vocês fazerem a troca pra um mais barato e me avisar quando estiver certo? Se precisar eu mando print, só me diz como. Se puder me ajudar eu agradeço.;assinatura;chat;2026-01-27 02:14:24;aberto;baixa;9096
Eu queria voltar a assinar porque parei mês passado, só que eu não lembro a senha e fico travado na tela. Eu não sou bom com internet. Tem um jeito de fazer isso mais fácil, tipo mandar um link? Minha internet aqui é meio ruim. Agradeço.;assinatura;email;2026-01-27 03:06:17;fechado;baixa;8376
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Agradeço.;feedback;email;2026-01-27 04:13:58;aberto;media;4113
Queria sugerir que avisasse melhor quando vai cobrar. Eu tomo susto quando aparece a cobrança. Se mandasse uma mensagem antes eu me organizava melhor. Eu sou meio devagar pra digitar. Valeu.;feedback;chat;2026-01-27 05:37:20;aberto;baixa;1420
Apareceu uma mensagem falando de renovação automática e eu não quero isso. Eu só quero pagar quando eu quiser. Onde que desliga? Eu procurei e não achei, é tudo meio confuso pra mim. Eu não manjo muito dessas coisas de app. Agradeço.;assinatura;chat;2026-01-27 06:00:46;aberto;baixa;2088
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Não quero fazer besteira e piorar. Fico no aguardo.;assinatura;email;2026-01-27 06:32:39;aberto;baixa;4242
A tela fica toda branca quando eu vou finalizar. Eu aperto e não acontece nada. Eu não sei explicar melhor, só sei que trava. Tem como vocês verem o que fazer?;suporte;email;2026-01-27 08:16:54;fechado;media;2779
Chegou uma caixa amassada e eu não sei se tá tudo certo. Eu nem abri direito ainda. O que eu faço, mando foto? Eu não quero ficar no prejuízo. Eu fico meio perdido nessas telas.;logistica;chat;2026-01-27 08:23:12;aberto;alta;9082
Boa noite, estou vendo um valor na fatura que eu não reconheço. Eu só uso o básico e não cliquei em nada diferente. Pode me explicar de onde saiu essa cobrança e se tem como cancelar ou ajustar, porque tá pesado pra mim. Se precisar eu mando print, só me diz como. Obrigado.;financeiro;chat;2026-01-27 08:40:14;aberto;media;2001
Olá, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Eu sou meio devagar pra digitar. Fico no aguardo.;financeiro;chat;2026-01-27 11:21:55;fechado;media;7418
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Se precisar eu mando print, só me diz como.;assinatura;email;2026-01-27 11:22:18;aberto;media;3730
Eu coloquei o endereço errado sem querer e só percebi depois. Dá pra mudar antes de entregar? Eu não entendo onde altera isso no site. Minha internet aqui é meio ruim. Me ajuda por favor.;logistica;telefone;2026-01-27 12:06:25;fechado;baixa;6211
Oi, eu tentei pagar aqui e apareceu uma coisa dizendo que não deu certo. Eu não entendo muito dessas telas e fiquei com medo de ter cobrado duas vezes. Vocês conseguem ver pra mim se caiu o pagamento e como eu faço pra tentar de novo sem bagunçar? Eu uso só pelo celular mesmo.;financeiro;email;2026-01-27 12:10:42;fechado;baixa;1793
Eu assinei pelo celular e agora no computador não aparece. Eu achei que era a mesma conta, mas talvez eu fiz errado. Como eu junto isso pra não pagar duas vezes e usar em tudo? Não quero fazer besteira e piorar.;assinatura;chat;2026-01-27 16:27:13;fechado;baixa;7911
